Dir,Flgs,SrcAddr,DstAddr,Sport,Dport,SrcBytes,DstBytes,SrcLoad,DstLoad,SrcGap,DstGap,SIntPkt,DIntPkt,SIntPktAct,DIntPktAct,SrcJitter,DstJitter,sMaxPktSz,dMaxPktSz,sMinPktSz,dMinPktSz,Dur,Trans,TotPkts,TotBytes,Load,Loss,pLoss,pSrcLoss,pDstLoss,Rate,SrcMac,DstMac,Packet_num,Temp,SpO2,Pulse_Rate,SYS,DIA,Heart_rate,Resp_Rate,ST,Attack Category,Label
   ->, M        ,10.0.1.172,10.0.1.150,49733,1111,496,186,23235,7745,0,0,42.693332,42.7525,0,0,1.245257,42.7465,310,66,60,60,0.12808,1,7,682,30981,0,0,0,0,46.846,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2323,27.4,98,79,144,78,82,15,0.26,Data Alteration,1
   ->, M        ,10.0.1.172,10.0.1.150,49734,1111,496,186,20624,6875,0,0,48.100332,48.322,0,0,0.291384,48.222,310,66,60,60,0.144301,1,7,682,27498,0,0,0,0,41.58,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2324,27.2,95,80,144,78,82,15,0.26,Data Alteration,1
   ->, M        ,10.0.1.172,10.0.1.150,49738,1111,496,186,21322,7107,0,0,46.525,45.9395,0,0,2.189335,45.8355,310,66,60,60,0.139575,1,7,682,28429,0,0,0,0,42.988,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2325,26.9,98,80,144,78,82,11,0.26,Data Alteration,1
   ->, M        ,10.0.1.172,10.0.1.150,49739,1111,496,186,21216,7072,0,0,46.758,48.9205,0,0,3.031491,48.8415,310,66,60,60,0.140274,1,7,682,28287,0,0,0,0,42.773,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2326,26.7,98,79,144,78,82,11,0.26,Data Alteration,1
   ->, M        ,10.0.1.172,10.0.1.150,49743,1111,496,186,20612,6871,0,0,48.127,48.3105,0,0,0.226345,48.3045,310,66,60,60,0.144381,1,7,682,27483,0,0,0,0,41.557,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2327,27.2,98,89,144,78,82,11,0.22,Data Alteration,1
   ->, M        ,10.0.1.172,10.0.1.150,49747,1111,496,186,21937,7312,0,0,45.220332,44.1445,0,0,3.34926,44.0675,310,66,60,60,0.135661,1,7,682,29249,0,0,0,0,44.228,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2328,27,98,79,144,78,80,11,0.22,Data Alteration,1
   ->, M        ,10.0.1.172,10.0.1.150,49749,1111,496,186,21840,7280,0,0,45.420668,42.7555,0,0,3.981522,42.7515,310,66,60,60,0.136262,1,7,682,29120,0,0,0,0,44.033,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2329,27.2,98,86,144,86,80,11,0.22,Data Alteration,1
   ->, M        ,10.0.1.172,10.0.1.150,49752,1111,496,186,21832,7277,0,0,45.438668,44.412,0,0,3.321268,44.408,310,66,60,60,0.136316,1,7,682,29109,0,0,0,0,44.015,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2330,27.2,98,93,144,93,80,15,0.22,Data Alteration,1
   ->, M        ,10.0.1.172,10.0.1.150,49753,1111,496,186,21850,7283,0,0,45.4,44.3925,0,0,3.682305,44.3555,310,66,60,60,0.1362,1,7,682,29134,0,0,0,0,44.053,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2331,27.1,93,78,144,78,80,15,0.22,Data Alteration,1
   ->, M        ,10.0.1.172,10.0.1.150,49757,1111,496,186,17697,5899,0,0,56.054,56.3835,0,0,6.754069,56.3685,310,66,60,60,0.168162,1,7,682,23596,0,0,0,0,35.68,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2332,27.3,98,78,144,78,79,15,0.22,Data Alteration,1
   ->, M        ,10.0.1.172,10.0.1.150,49760,1111,496,186,20600,6867,0,0,48.155332,50.8685,0,0,6.294136,50.8635,310,66,60,60,0.144466,1,7,682,27467,0,0,0,0,41.532,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2333,27.2,97,78,144,78,79,15,0.22,Data Alteration,1
   ->, M        ,10.0.1.172,10.0.1.150,49762,1111,436,486,552.908,809.411,0,0,48.4075,601.474438,0,0,0.060496,667.862687,310,66,60,60,4.210467,1,11,922,1362,0,0,0,0,2.375,d8:9e:f3:95:02:75,b8:ca:3a:cf:0b:87,2334,27.2,97,78,144,78,79,15,0.2,Data Alteration,1
   ->, e        ,10.0.1.172,10.0.1.150,49829,1111,496,186,132520,44173,0,0,7.485667,2.154,0,0,7.642653,2.054,310,66,60,60,0.022457,1,7,682,176693,0,0,0,0,267.177,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2335,27.1,98,78,144,78,79,15,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49830,1111,496,186,152529,50843,0,0,6.503667,2.3315,0,0,6.279838,2.2965,310,66,60,60,0.019511,1,7,682,203372,0,0,0,0,307.519,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2336,27.1,98,78,144,78,79,16,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49831,1111,496,186,137957,45986,0,0,7.190667,2.6585,0,0,6.803636,2.6525,310,66,60,60,0.021572,1,7,682,183942,0,0,0,0,278.138,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2337,27.1,98,80,144,78,79,16,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49833,1111,496,186,188069,62690,0,0,5.274667,1.8895,0,0,5.086586,1.8535,310,66,60,60,0.015824,1,7,682,250758,0,0,0,0,379.171,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2338,27.2,98,80,144,78,79,16,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49834,1111,496,186,132402,44134,0,0,7.492333,3.4965,0,0,6.36509,3.4615,310,66,60,60,0.022477,1,7,682,176536,0,0,0,0,266.94,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2339,27.1,98,80,144,78,79,16,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49835,1111,496,186,194917,64972,0,0,5.089333,1.958,0,0,4.755023,1.923,310,66,60,60,0.015268,1,7,682,259890,0,0,0,0,392.979,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2340,27.1,98,80,144,78,79,19,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49836,1111,496,186,135501,45167,0,0,7.321,2.442,0,0,7.236063,2.435,310,66,60,60,0.021963,1,7,682,180667,0,0,0,0,273.187,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2341,27.1,98,80,144,78,77,19,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49837,1111,496,186,134515,44838,0,0,7.374667,2.905,0,0,6.768675,2.87,310,66,60,60,0.022124,1,7,682,179353,0,0,0,0,271.199,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2342,27.1,98,79,144,78,77,19,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49838,1111,496,186,142345,47448,0,0,6.969,2.3465,0,0,6.843379,2.2855,310,66,60,60,0.020907,1,7,682,189793,0,0,0,0,286.985,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2343,27.1,98,78,144,78,77,19,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49839,1111,496,186,113788,37929,0,0,8.718,3.5175,0,0,7.962013,3.4825,310,66,60,60,0.026154,1,7,682,151717,0,0,0,0,229.41,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2344,27.1,98,78,144,78,70,20,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49840,1111,496,186,128653,42884,0,0,7.710667,6.151,0,0,2.537719,6.144,310,66,60,60,0.023132,1,7,682,171537,0,0,0,0,259.381,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2345,27.2,98,78,144,78,70,20,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49841,1111,496,186,176001,58667,0,0,5.636333,2.9645,0,0,4.510096,2.9305,310,66,60,60,0.016909,1,7,682,234668,0,0,0,0,354.841,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2346,27.2,98,77,144,78,70,20,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49842,1111,496,186,140743,46914,0,0,7.048333,2.6155,0,0,6.668728,2.5565,310,66,60,60,0.021145,1,7,682,187657,0,0,0,0,283.755,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2347,27.2,98,76,144,78,70,20,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49843,1111,496,186,144881,48294,0,0,6.847,2.1565,0,0,6.941612,2.1235,310,66,60,60,0.020541,1,7,682,193175,0,0,0,0,292.099,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2348,27.2,98,76,144,78,65,20,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49844,1111,496,186,135297,45099,0,0,7.332,2.2885,0,0,7.373578,2.2545,310,66,60,60,0.021996,1,7,682,180396,0,0,0,0,272.777,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2349,27.2,98,75,144,78,65,20,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49845,1111,496,186,250716,83572,0,0,3.956667,2.598,0,0,2.875721,2.538,310,66,60,60,0.01187,1,7,682,334288,0,0,0,0,505.476,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2350,27.2,98,75,144,78,65,20,0.22,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49846,1111,496,186,152780,50927,0,0,6.493,1.7295,0,0,6.92518,1.6955,310,66,60,60,0.019479,1,7,682,203707,0,0,0,0,308.024,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2351,27.2,98,74,144,78,65,20,0.22,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49847,1111,496,186,297898,99299,0,0,3.33,2.0085,0,0,2.490362,2.0015,310,66,60,60,0.00999,1,7,682,397197,0,0,0,0,600.601,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2352,27.2,98,74,144,78,70,20,0.22,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49848,1111,496,186,131327,43776,0,0,7.553667,2.3,0,0,7.707896,2.265,310,66,60,60,0.022661,1,7,682,175103,0,0,0,0,264.772,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2353,27.2,98,75,144,78,70,20,0.22,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49849,1111,496,186,122449,40816,0,0,8.101333,2.2815,0,0,8.46504,2.2475,310,66,60,60,0.024304,1,7,682,163265,0,0,0,0,246.873,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2354,27.2,98,75,144,78,78,20,0.22,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49850,1111,496,186,139280,46427,0,0,7.122333,2.1105,0,0,7.34232,2.0755,310,66,60,60,0.021367,1,7,682,185707,0,0,0,0,280.807,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2355,27.2,98,75,144,78,80,20,0.28,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49851,1111,496,186,163445,54482,0,0,6.069333,2.4155,0,0,5.569058,2.3815,310,66,60,60,0.018208,1,7,682,217926,0,0,0,0,329.525,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2356,27.2,98,74,144,78,80,20,0.28,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49852,1111,496,186,185490,61830,0,0,5.348,2.548,0,0,4.518642,2.514,310,66,60,60,0.016044,1,7,682,247320,0,0,0,0,373.972,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2357,27.2,98,75,144,78,80,20,0.28,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49853,1111,496,186,127890,42630,0,0,7.756667,3.728,0,0,6.533989,3.694,310,66,60,60,0.02327,1,7,682,170520,0,0,0,0,257.843,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2358,27.2,98,74,144,78,80,20,0.28,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49854,1111,496,186,106674,35558,0,0,9.299333,4.425,0,0,7.817534,4.39,310,66,60,60,0.027898,1,7,682,142232,0,0,0,0,215.069,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2359,27.2,98,74,144,78,78,20,0.28,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49855,1111,496,186,222488,74163,0,0,4.458667,2.435,0,0,3.485308,2.257,310,66,60,60,0.013376,1,7,682,296651,0,0,0,0,448.565,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2360,27.2,98,73,144,78,78,20,0.28,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49857,1111,496,186,123557,41186,0,0,8.028667,2.0775,0,0,8.587396,2.0405,310,66,60,60,0.024086,1,7,682,164743,0,0,0,0,249.107,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2361,27.2,98,73,144,78,77,23,0.06,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49858,1111,496,186,119937,39979,0,0,8.271,3.0205,0,0,7.763133,3.0185,310,66,60,60,0.024813,1,7,682,159916,0,0,0,0,241.809,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2362,27.1,98,73,144,78,77,23,0.06,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49859,1111,496,186,170106,56702,0,0,5.831667,2.686,0,0,4.962239,2.672,310,66,60,60,0.017495,1,7,682,226808,0,0,0,0,342.955,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2363,27.1,98,74,144,78,77,23,0.06,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49860,1111,496,186,295825,98608,0,0,3.353333,2.0715,0,0,2.491035,1.9665,310,66,60,60,0.01006,1,7,682,394433,0,0,0,0,596.421,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2364,27.2,98,74,144,78,77,23,0.06,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49861,1111,496,186,235387,78462,0,0,4.214333,2.3745,0,0,3.273649,2.3695,310,66,60,60,0.012643,1,7,682,313850,0,0,0,0,474.571,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2365,27.2,98,75,144,78,77,23,0.06,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49865,1111,496,186,246684,82228,0,0,4.021333,2.5895,0,0,2.932414,2.5555,310,66,60,60,0.012064,1,7,682,328912,0,0,0,0,497.348,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2366,27.2,98,75,144,78,79,23,0.06,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49866,1111,496,186,285989,95330,0,0,3.468667,1.75,0,0,2.858647,1.715,310,66,60,60,0.010406,1,7,682,381318,0,0,0,0,576.59,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2367,27.2,98,77,144,78,79,23,0.06,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49870,1111,496,186,225386,75129,0,0,4.401333,2.158,0,0,3.659048,2.123,310,66,60,60,0.013204,1,7,682,300515,0,0,0,0,454.408,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2368,27.2,98,77,144,78,80,23,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49871,1111,496,186,271137,90379,0,0,3.658667,2.5435,0,0,2.611143,2.5095,310,66,60,60,0.010976,1,7,682,361516,0,0,0,0,546.647,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2369,27.2,98,78,144,78,80,23,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49875,1111,496,186,264981,88327,0,0,3.743667,2.1645,0,0,2.86513,2.1305,310,66,60,60,0.011231,1,7,682,353308,0,0,0,0,534.236,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2370,27.2,98,78,144,78,80,27,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49879,1111,496,186,229382,76461,0,0,4.324667,2.544,0,0,3.313803,2.417,310,66,60,60,0.012974,1,7,682,305842,0,0,0,0,462.463,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2371,27.2,98,79,144,78,80,27,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49886,1111,496,186,272677,90892,0,0,3.638,2.513,0,0,1.716099,2.412,310,66,60,60,0.010914,1,7,682,363570,0,0,0,0,549.753,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2372,27.2,98,79,144,78,81,27,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49888,1111,496,186,212041,70680,0,0,4.678333,3.1655,0,0,3.368665,3.1235,310,66,60,60,0.014035,1,7,682,282722,0,0,0,0,427.503,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2373,27.1,98,79,144,78,81,27,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49891,1111,496,186,228747,76249,0,0,4.336667,2.531,0,0,3.298688,2.487,310,66,60,60,0.01301,1,7,682,304996,0,0,0,0,461.184,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2374,27.1,98,79,144,78,81,27,0.16,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49898,1111,496,186,216122,72041,0,0,4.59,2.877,0,0,2.514472,2.842,310,66,60,60,0.01377,1,7,682,288163,0,0,0,0,435.73,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2375,27.1,98,79,144,78,81,24,0.16,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49900,1111,496,186,144501,48167,0,0,6.865,1.7285,0,0,7.443969,1.6945,310,66,60,60,0.020595,1,7,682,192668,0,0,0,0,291.333,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2376,27.2,98,79,144,78,81,24,0.16,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49902,1111,496,186,278652,92884,0,0,3.56,2.385,0,0,2.573132,2.35,310,66,60,60,0.01068,1,7,682,371536,0,0,0,0,561.798,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2377,27.2,98,80,144,78,81,24,0.16,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49904,1111,496,186,278209,92736,0,0,3.565667,2.3605,0,0,2.583418,2.3265,310,66,60,60,0.010697,1,7,682,370945,0,0,0,0,560.905,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2378,27.2,98,80,144,78,82,24,0.16,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49906,1111,496,186,199050,66350,0,0,4.983667,3.0415,0,0,3.717302,3.0075,310,66,60,60,0.014951,1,7,682,265400,0,0,0,0,401.311,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2379,27.2,98,81,144,78,82,24,0.16,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49912,1111,496,186,229665,76555,0,0,4.319333,2.5405,0,0,3.292598,2.4635,310,66,60,60,0.012958,1,7,682,306220,0,0,0,0,463.034,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2380,27.2,98,81,144,78,82,20,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49916,1111,496,186,162198,54066,0,0,6.116,6.0185,0,0,4.869496,5.9515,310,66,60,60,0.018348,1,7,682,216263,0,0,0,0,327.011,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2381,27.2,98,81,144,78,83,20,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49918,1111,496,186,203808,67936,0,0,4.867333,3.0595,0,0,3.591039,3.0175,310,66,60,60,0.014602,1,7,682,271744,0,0,0,0,410.903,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2382,27.1,98,81,144,78,83,20,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49920,1111,496,186,212754,70918,0,0,4.662667,3.526,0,0,2.178656,3.485,310,66,60,60,0.013988,1,7,682,283672,0,0,0,0,428.939,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2383,27.1,98,82,144,78,83,20,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49923,1111,496,186,270251,90084,0,0,3.670667,2.558,0,0,2.619655,2.454,310,66,60,60,0.011012,1,7,682,360334,0,0,0,0,544.86,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2384,27.2,98,82,144,78,83,20,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49926,1111,496,186,212238,70746,0,0,4.674,3.9355,0,0,3.364807,3.9015,310,66,60,60,0.014022,1,7,682,282984,0,0,0,0,427.899,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2385,27.2,98,82,144,78,85,20,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49930,1111,496,186,231974,77325,0,0,4.276333,2.9375,0,0,2.033023,2.9195,310,66,60,60,0.012829,1,7,682,309299,0,0,0,0,467.69,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2386,27.1,98,82,144,78,85,20,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49931,1111,496,186,250716,83572,0,0,3.956667,2.5355,0,0,2.898224,2.5015,310,66,60,60,0.01187,1,7,682,334288,0,0,0,0,505.476,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2387,27.1,98,82,144,78,85,20,0.24,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49936,1111,496,186,244195,81398,0,0,4.062333,2.5775,0,0,2.991534,2.4975,310,66,60,60,0.012187,1,7,682,325593,0,0,0,0,492.328,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2388,27.2,98,82,144,78,85,20,0.24,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49939,1111,496,186,203571,67857,0,0,4.873,3.88,0,0,3.45167,3.839,310,66,60,60,0.014619,1,7,682,271428,0,0,0,0,410.425,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2389,27.2,98,82,144,78,81,19,0.24,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49945,1111,496,186,254424,84808,0,0,3.899,2.292,0,0,2.777563,2.234,310,66,60,60,0.011697,1,7,682,339232,0,0,0,0,512.952,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2390,27.2,98,81,144,78,81,19,0.24,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49948,1111,496,186,185190,61730,0,0,5.356667,4.4745,0,0,3.836771,4.4405,310,66,60,60,0.01607,1,7,682,246920,0,0,0,0,373.367,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2391,27.1,98,81,144,78,81,19,0.24,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49949,1111,496,186,227714,75905,0,0,4.356333,3.566,0,0,3.104948,3.53,310,66,60,60,0.013069,1,7,682,303619,0,0,0,0,459.102,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2392,27.1,98,81,144,78,71,19,0.24,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49951,1111,496,186,253320,84440,0,0,3.916,2.1345,0,0,3.097251,2.1005,310,66,60,60,0.011748,1,7,682,337760,0,0,0,0,510.725,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2393,27.1,98,80,144,78,71,19,0.24,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49954,1111,496,186,213901,71300,0,0,4.637667,2.493,0,0,3.672942,2.458,310,66,60,60,0.013913,1,7,682,285201,0,0,0,0,431.251,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2394,27.1,98,80,144,78,68,19,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49957,1111,496,186,211019,70340,0,0,4.701,3.6095,0,0,2.041729,3.4995,310,66,60,60,0.014103,1,7,682,281359,0,0,0,0,425.441,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2395,27.1,98,79,144,78,68,19,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49960,1111,496,186,249643,83215,0,0,3.973667,2.57,0,0,2.913465,2.488,310,66,60,60,0.011921,1,7,682,332858,0,0,0,0,503.313,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2396,27.1,98,78,144,78,68,19,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49963,1111,496,186,210066,70022,0,0,4.722333,3.4375,0,0,3.343595,3.3955,310,66,60,60,0.014167,1,7,682,280088,0,0,0,0,423.519,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2397,27.1,98,78,144,78,68,21,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49967,1111,496,186,209194,69731,0,0,4.742,3.123,0,0,3.432788,3.118,310,66,60,60,0.014226,1,7,682,278926,0,0,0,0,421.763,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2398,27.1,98,78,144,78,73,21,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49971,1111,496,186,283888,94629,0,0,3.494333,2.774,0,0,2.474084,2.74,310,66,60,60,0.010483,1,7,682,378518,0,0,0,0,572.355,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2399,27.1,98,78,144,78,73,24,0.2,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49975,1111,496,186,236886,78962,0,0,4.187667,2.699,0,0,3.060223,2.663,310,66,60,60,0.012563,1,7,682,315848,0,0,0,0,477.593,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2400,27.1,98,78,144,78,80,24,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49979,1111,496,186,237719,79240,0,0,4.173,2.815,0,0,3.002149,2.781,310,66,60,60,0.012519,1,7,682,316958,0,0,0,0,479.272,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2401,27.1,98,79,144,78,80,24,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49980,1111,496,186,274868,91623,0,0,3.609,2.499,0,0,2.588339,2.465,310,66,60,60,0.010827,1,7,682,366491,0,0,0,0,554.17,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2402,27.1,98,79,144,78,86,24,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49984,1111,496,186,197978,65993,0,0,5.010667,3.5395,0,0,2.438974,3.5335,310,66,60,60,0.015032,1,7,682,263970,0,0,0,0,399.148,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2403,27.1,98,79,144,78,90,24,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49991,1111,496,186,130389,43463,0,0,7.608,5.4375,0,0,3.475158,5.4215,310,66,60,60,0.022824,1,7,682,173852,0,0,0,0,262.881,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2404,27.1,98,80,144,78,90,24,0.18,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49992,1111,496,186,241971,80657,0,0,4.099667,3.2165,0,0,2.900391,3.1775,310,66,60,60,0.012299,1,7,682,322628,0,0,0,0,487.845,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2405,27.1,98,80,144,78,91,24,0.22,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,49999,1111,496,186,270496,90165,0,0,3.667333,2.535,0,0,2.61845,2.518,310,66,60,60,0.011002,1,7,682,360662,0,0,0,0,545.355,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,2406,27.1,98,79,144,78,91,24,0.22,normal,0
